"すずき,鈴木","かまだ,鎌田","たかとり,高取","くましろ,神代","ひろいけ,広池","なかつぼ,中坪","やまかど,山門","のぶとう,延藤","くつな,沓名","ふじさか,藤坂","うたまる,歌丸","こはなわ,小華和","でざわ,出沢","まつかた,松形","あつぼ,厚母","いむら,猪村","おかだや,岡田屋","かねま,兼間","くさかみ,草上","これむら,是村","しなと,階戸","そたに,祖谷","ちばた,千畑","なおばやし,直林","はさだ,羽佐田","ふじわ,藤輪","みさご,三砂","やずみ,矢住"
"じんぼ,神保","おだわら,小田原","たからべ,財部","かくもと,角本","こばしがわ,小橋川","はたの,籏野","ちん,沈","かだ,荷田","にたに,二谷","いとまん,糸満","くまむら,熊村","たもり,田守","ふでたに,筆谷","あげた,揚田","いどぬま,井戸沼","おおしま,大志万","かつば,勝場","きふく,喜福","こつま,小妻","しおなか,塩中","せし,世志","だいよし,大由","ともさわ,友沢","のぜき,野関","ふかや,富谷","まなご,砂子","もりまさ,森正","わとう,和唐"
"たなはし,棚橋","かきもと,柿本","たけかわ,武川","かさじま,笠島","こまちや,小町谷","はだ,波田","ちんぜい,鎮西","かつおか,勝岡","にだいら,仁平","いとや,糸屋","くみ,久美","たや,田家","ふどうしん,不動神","あげの,揚野","いな,井奈","おおしみず,大清水","かつふじ,勝藤","きふじ,きふじ","こてらざわ,小寺沢","しおのうみ,汐ノ海","せしゃけ,瀬社家","だいらく,大楽","ともしげ,友繁","のそ,野宗","ふかわ,富川","まなご,真砂","もりみ,森実","わなか,和中"
"とき,土岐","かながわ,金川","たけこし,竹腰","かしお,樫尾","こまみや,駒宮","はちや,八谷","ついき,対木","かつだ,勝田","にとう,二藤","いとや,糸谷","くみたに,組谷","たらお,多羅尾","ふない,府内","あげは,上羽","いな,稲","おおしも,大霜","かつまる,勝丸","きぶし,木伏","こてらやま,小寺山","しおのざき,塩野崎","せしま,瀬島","だいりゅう,大竜","ともずえ,友末","のそう,野宗","ふき,冨気","まなご,真子","もりみつ,森満","わにべ,鰐部"
"ひらつか,平塚","かにえ,蟹江","たけたに,竹谷","かしわや,柏谷","こもだ,薦田","はちや,蜂矢","つかたに,塚谷","かつもり,勝守","にぶ,丹生","いど,伊戸","くみはし,組橋","たるさわ,足沢","ふなかわ,舟川","あげはや,揚羽家","いな,今","おおしろ,大白","かつみ,克美","きべざき,木部崎","こでき,小出来","しおみつ,塩満","せしめ,勢〆","だいりき,大力","ともぞえ,友添","のそこ,野底","ふきぬき,吹抜","まなつ,真夏","もりみね,森峰","わぼう,和保"
"みやじ,宮地","かの,狩野","たけや,竹谷","かじむら,梶村","こわた,木幡","はつせ,初瀬","つきおり,月居","かつや,勝屋","にべ,二部","いど,井門","くむら,久村","たるさわ,樽沢","ふなき,舟喜","あげまつ,上松","いない,稲飯","おおしろや,大城屋","かつみ,勝海","きま,木間","こと,琴","しおむら,塩村","せしもと,瀬志本","だけ,岳","ともたか,友鷹","のぞきど,莅戸","ふきぬけ,吹抜","まなべ,間辺","もりむね,森宗","わまき,和巻"
"やまがた,山県","からき,唐木","たじま,田嶋","かつぬま,勝沼","こんだ,近田","はなざき,花崎","つきしま,築島","かつや,勝矢","にれ,仁礼","いどぐち,井戸口","くむら,玖村","たるや,樽谷","ふなくぼ,舟久保","あげみ,上見","いないだ,稲井田","おおじ,大司","かつみや,勝宮","きまえ,木前","こと,古登","しおめ,潮境","せじま,妹島","だけ,嵩","ともたけ,渡守武","のたけ,野竹","ふきはら,吹原","まなべ,曲直部","もりむね,森棟","わむら,和村"
"いしの,石野","かわしま,川嶋","たつた,立田","かなだ,金田","ごうど,神戸","はにはら,埴原","つげ,拓植","かつらやま,葛山","にれい,仁礼","いどた,井戸田","くめい,久米井","たんあみ,丹阿弥","ふなくら,舟倉","あげもり,上森","いなか,伊中","おおじ,尾子","かつもと,且元","きませ,木間瀬","こと,香都","しおもり,塩森","せずくり,勢造","だけはら,岳原","ともたに,伴谷","のたざわ,野田沢","ふきはら,富貴原","まの,まの","もりむら,守村","わら,藁"
"うらの,浦野","かわじり,川尻","たつの,竜野","かまた,蒲田","さっか,属","はば,幅","つじもと,辻元","かとう,加東","にわ,二羽","いないし,稲石","くめた,久米田","たんお,丹尾","ふなくら,船倉","あこしま,阿子島","いなか,伊仲","おおじはら,大地原","かつや,葛谷","きみ,喜見","こといなずま,琴稲妻","しおや,志甫谷","せずみ,瀬住","だけもと,岳本","ともだ,供田","のたに,野谷","ふきやま,柊山","まの,磨野","もりや,森家","わらびおか,蕨岡"
"おおこうち,大河内","かわせ,河瀬","たておか,館岡","かめがい,亀谷","さい,斎","はまがみ,浜上","つずき,続木","かとうだ,河東田","ぬかた,額田","いなおき,稲置","くめだ,久米田","たんけい,丹慶","ふなとがわ,船渡川","あこと,亜琴","いなか,田舎","おおす,大洲","かつや,鰹谷","きみ,喜味","ことう,児塔","しおやま,潮山","せせくら,瀬々倉","だけや,嵩谷","ともだ,伴田","のだ,能弾","ふきわけ,吹訳","まのみや,摩宮","もりやま,杜山","わらべ,童"
"かじ,梶","きざき,木崎","だん,檀","かもはら,蒲原","さかうえ,阪上","はまさか,浜坂","つたや,蔦谷","かどくら,角倉","ぬくしな,温品","いなが,稲賀","くめの,粂野","たんじ,丹地","ふなど,船戸","あさ,阿佐","いなかず,稲員","おおすず,大鈴","かつやま,嘉津山","きみ,木見","ことうげ,小峠","しおわき,塩脇","せた,世田","ださい,太細","ともつな,友綱","のだ,能田","ふきんばら,冨金原","まはし,真橋","もりよし,守吉","わらや,藁谷"
"くさか,日下","きそ,木曽","ちょう,趙","かりの,狩野","さかがわ,坂川","はまわき,浜脇","つちもち,土持","かどたに,角谷","ぬまかわ,沼川","いながみ,稲上","くもた,雲田","たんとう,丹藤","ふなば,船場","あさ,朝","いなかず,稲数","おおすだ,大須田","かつやま,葛山","きみかわ,君川","ことおか,琴陵","しおん,紫苑","せた,勢多","だたい,駄田井","ともと,戸本","のだ,野那","ふぎょう,不軽","まはし,馬橋","もりよし,森芳","わりさや,わりさや"
"てらもと,寺本","きたばやし,北林","ちかまつ,近松","かわきた,川喜田","さかた,佐方","はむろ,葉室","つちもと,槌本","かないし,金石","ぬまだて,沼館","いなくま,稲熊","くもで,口分田","たんどう,丹藤","ふなひき,船曳","あさ,麻","いなかつ,稲勝","おおすみ,おおすみ","かつやま,克山","きみこうべ,喜美候部","ことかぜ,琴風","しおん,紫音","せた,勢田","だだ,陀田","ともの,供野","のだいら,野平","ふく,福","まはら,馬原","もりよし,森由","わりさわ,割沢"
"とみやま,富山","きみずか,君塚","ちぐさ,千種","かわぞえ,川副","さかて,坂手","はやつ,早津","つねとう,恒藤","かないずか,金井塚","ねぎた,禰宜田","いなこし,稲越","くらかけ,倉掛","たんの,淡野","ふなひら,船平","あさい,朝居","いながけ,稲掛","おおず,大洲","かつよし,勝吉","きみしま,貴美島","ことがうめ,琴ケ梅","しかい,しかい","せた,清多","だて,館","とものぶ,友延","のだか,野高","ふくいえ,福家","まはら,麻原","もりわけ,森分","わろうてい,和老亭"
"なかばやし,中林","くさかり,草刈","つきじ,築地","かわち,河地","さかみ,酒見","はらこ,原子","つねみつ,常光","かなしき,金敷","ねろめ,根路銘","いなさか,稲坂","くらかね,倉金","たんべ,丹部","ふにゅう,舟生","あさいね,朝稲","いながみ,稲神","おおず,大図","かつら,葛","きみず,木水","ことがはま,琴ケ浜","しかうみ,鹿海","せたいし,瀬田石","だて,舘","とものべ,友延","のだざわ,野田沢","ふくいし,福石","まぶち,間淵","もるがん,モルガン","わん,王"
"ほそい,細井","くさかわ,草川","つじおか,辻岡","かわなみ,川並","さがえ,寒河江","はらしな,原科","つの,都野","かなじ,金持","のうが,納賀","いなさき,稲崎","くらかみ,倉上","たんぼ,丹保","ふにゅう,船生","あさうえ,麻植","いながわ,猪名川","おおず,大頭","かつら,葛良","きみた,公田","ことく,小徳","しかおい,鹿追","せたか,瀬高","だてき,伊達木","ともひさ,友久","のだて,野舘","ふくうち,福内","まぶち,満淵","もろい,師井","わん,汪"
"ほりい,堀井","くさなぎ,草薙","つちかわ,土川","かんけ,菅家","さがみ,相模","はらた,原田","つぶら,螺良","かなはら,金原","のうじょう,能条","いなつ,稲津","くらがき,倉垣","たんぽ,田甫","ふのう,布能","あさおか,旭岡","いなぎ,稲城","おおずつ,巨砲","かつら,勝占","きみつ,君津","ことさか,琴坂","しかく,四角","せたがわ,瀬田川","だてざき,伊達崎","ともひろ,友弘","のち,能地","ふくお,ふくお","まぶに,摩文仁","もろいし,諸石",
"やまじ,山路","くじ,久慈","つぶらや,円谷","きかわだ,木川田","さきの,崎野","はりゅう,針生","つぼごう,坪郷","かなや,金屋","のうの,南野","いなな,稲名","くらさか,倉坂","だいかい,大海","ふばさみ,文挟","あさおか,旭丘","いなざき,稲崎","おおずつ,大砲","かつらおか,桂岡","きみつか,君塚","ことざくら,琴桜","しかく,始閣","せだか,瀬高","だな,田名","ともぶち,友渕","のちで,後出","ふくお,福生","まほ,真帆","もろお,師尾",
"よしざき,吉崎","くまい,熊井","つもり,津守","きしざわ,岸沢","さきはま,崎浜","はりもと,播本","つぼさか,壷阪","かねいり,金入","のがいと,野垣内","いななみ,稲浪","くらしげ,蔵重","だいがく,大学","ふみざわ,文沢","あさおか,浅丘","いなざわ,いなざわ","おおずみ,大住","かつらがわ,桂川","きみの,君野","ことしろ,琴代","しかげ,鹿毛","せだに,瀬谷","だば,駄場","ともべ,知部","のつき,野附","ふくおうじ,福王寺","まほり,馬堀","もろかみ,諸上",
"わしお,鷲尾","けんもち,剣持","てらした,寺下","きた,喜田","さきはら,崎原","はるみ,春海","つぼしま,坪島","かねいわ,兼岩","のぎ,乃木","いなぬま,稲沼","くらしま,倉嶋","だいくばら,大工原","ふみずき,文月","あさおか,旦丘","いなざわ,鰰沢","おおずる,大鶴","かつらぎ,葛木","きみはら,君原","ことじ,琴路","しかぞの,鹿園","せちわ,設和","だま,打間","ともみつ,友光","ので,野出","ふくがき,福垣","まみ,真見","もろかわ,諸河",
"あさぬま,浅沼","こうだ,甲田","とかしき,渡嘉敷","きたざき,北崎","さくやま,作山","はんどう,半藤","つもり,津森","かねかつ,金勝","のくら,野倉","いなはし,稲橋","くらた,鞍田","だいご,大護","ふもん,普門","あさおか,朝丘","いなしげ,稲茂","おおせき,大関","かつらぎ,桂樹","きみもと,君本","ことずか,琴塚","しかた,志形","せつ,薛","だるま,達摩","ともむら,友村","のと,のと","ふくがみ,福神","まみずか,馬見塚","もろが,もろが",
"あんざい,安西","こくぶん,国分","とくます,徳増","きつかわ,吉川","ささだ,佐々田","はんや,半谷","つるき,鶴木","かねきよ,兼清","のした,野下","いなはら,稲原","くらた,倉多","だいごう,大郷","ふゆもり,冬杜","あさおか,麻丘","いなじま,稲島","おおせこ,大迫","かつらぐち,桂口","きみやま,君山","ことてんざん,琴天山","しかた,鹿田","せつた,説田","だん,ダン","とももり,友森","のと,野戸","ふくがわ,福川","まみね,真峰","もろき,衆樹",
"いわなが,岩永","さいが,雑賀","とくみつ,徳光","くが,陸","ささめ,笹目","ひいらぎ,柊","つるた,田","かねこ,兼古","のじ,野路","いなばやし,稲林","くらつじ,倉辻","だいごぼう,大悟法","ふりはた,降幡","あさか,朝下","いなずか,稲塚","おおその,大園","かつらしま,桂島","きみわだ,君和田","ことてんた,琴天太","しかつ,鹿津","せつりゅうあん,雪柳庵","だんぎ,段木","ともよし,友吉","のとう,野藤","ふくきた,福喜多","まみや,馬宮","もろくま,諸熊",
"おかじま,岡島","さかくら,坂倉","とよふく,豊福","くさか,草鹿","さとなか,里中","ひうら,樋浦","つるだ,鶴田","かねしろ,兼城","のつ,野津","いなみつ,稲光","くらつね,倉恒","だいじょうじ,大乗寺","ふるいど,古井戸","あさか,朝加","いなずま,稲妻","おおその,大薗","かつらの,桂野","きむ,金武","ことの,琴野","しかと,鹿戸","せと,勢戸","だんざき,檀崎","ともり,十森","のとはら,能登原","ふくぎ,福喜","まみや,万宮","もろこし,諸越",
"かわかみ,河上","ささき,佐佐木","どうけ,道家","くにさわ,国沢","さなか,佐中","ひかみ,氷上","つわ,津和","かねつき,金築","のて,野手","いなみや,稲宮","くらとみ,蔵冨","だいちょう,大長","ふるかど,古門","あさか,朝河","いなせ,稲瀬","おおぞの,大囿","かつらのみや,桂宮","きむら,喜村","ことふじ,琴富士","しかはら,鹿原","せとい,瀬戸井","だんしょう,段證","ともり,土森","のとや,能登屋","ふくぎ,福城","まむね,真宗","もろさと,諸里",
"くさかべ,日下部","ささもり,笹森","どもん,土門","くはら,久原","さねかた,実方","ひがさ,樋笠","てしま,豊島","かねはま,金浜","のでら,野寺","いなもり,稲盛","くらなか,蔵中","だいとく,大徳","ふるげん,古堅","あさか,朝坂","いなた,稲田","おおた,おおた","かつらまき,葛巻","きむら,季村","ことりい,小鳥居","しかまた,鹿又","せとう,瀬頭","だんじょう,団上","とやお,鳥屋尾","のどはら,咽原","ふくぎ,福木","まむろ,間室","もろさわ,両沢",
"こでら,小寺","しまたに,島谷","なおき,直木","くぼい,久保井","さねよし,実吉","ひがしかわ,東川","てしろぎ,手代木","かねひら,兼平","のとや,能登谷","いぬい,戌井","くらなが,倉永","だいぶ,大部","ふるこし,古越","あさか,麻賀","いなだま,稲玉","おおたい,太田井","かつらや,桂谷","きむら,貴邑","こな,小納","しかみ,爾見","せとう,勢藤","だんじょう,段上","とやざき,戸矢崎","のな,野名","ふくぎた,福来","まむろ,真室","もろざき,師崎",
"さかき,榊","しんじょう,新庄","なかがみ,中神","くぼかわ,窪川","さめしま,鮫島","ひがしくに,東久迩","てじま,手嶋","かねひろ,兼広","ののかわ,野々川","いぬいし,犬石","くらまえ,倉前","だいまる,大丸","ふるさか,古阪","あさかい,浅海","いなつか,稲塚","おおたいし,大泰司","かつらやま,桂山","きむら,鬼村","こな,小名","しかみ,鹿見","せとかわ,瀬戸川","だんずか,段塚","とやま,登山","のなか,のなか","ふくけい,福慶","まめずか,豆塚","もろざと,諸里",
"しだ,志田","すぎおか,杉岡","ながはら,長原","くぼでら,久保寺","さるはし,猿橋","ひがしじま,東島","てらぞの,寺園","かねもと,兼元","ののがき,野々垣","いぬき,井貫","くらまち,倉町","だん,淡","ふるしょう,古性","あさかぜ,麻風","いなつき,稲月","おおたお,太田尾","かてな,嘉手納","きむら,樹村","こない,小内","しかみず,鹿水","せとくに,瀬戸国","だんだ,段田","とやもり,都谷森","のなみ,乃南","ふくさわ,福沢","まもり,間森","もろじ,諸治",
"たんの,丹野","すぎさき,杉崎","ながよ,長与","くめ,粂","さわき,佐脇","ひがしもと,東本","てらはら,寺原","かねもり,金森","ののぐち,野々口","いぬつか,犬塚","くらまつ,倉松","だんしゅうろう,談洲楼","ふるたち,古館","あさかやま,浅香山","いなつぐ,稲次","おおたか,大雄","かでかる,嘉手刈","きむら,木邑","こなかざわ,小中沢","しかや,四日谷","せとだに,瀬戸谷","ちぇ,蔡","とよ,豊","のなみ,野浪","ふくざと,福里","まや,真野","もろずみ,諸住",
"ながやま,永山","すずむら,鈴村","なしもと,梨本","くりおか,栗岡","さんべ,三辺","ひきの,引野","てらまつ,寺松","かねやす,兼安","のぶしま,延島","いぬぶし,犬伏","くらもと,庫本","だんどう,団藤","ふるたて,古舘","あさかわ,阿佐川","いなつね,稲恒","おおたがき,大田垣","かでかる,嘉手苅","きむろ,木室","こなかはら,小中原","しかんじ,志観寺","せど,清土","ちぇいす,チェイス","とようち,豊内","のにし,野西","ふくし,福司","まや,魔夜","もろずみ,諸墨",
"のじま,野島","すやま,須山","なや,納谷","くるす,来栖","しおじ,塩路","ひきの,比企野","てんちゅうけん,天中軒","かねゆき,金行","のま,乃万","いぬぶせ,犬伏","くらもと,蔵元","ち,遅","ふると,古戸","あさがい,浅貝","いなとみ,稲臣","おおたき,大多喜","かでかわ,嘉手川","きめだ,木目田","こなかわ,粉川","しが,刺賀","せどはら,後原","ちぇん,陳","とよお,豊生","ののがみ,野々上","ふくしゅく,福宿","まや,麻耶","もろた,師田",
"ふしみ,伏見","たきかわ,滝川","なりかわ,成川","くわき,桑木","しおせ,塩瀬","ひさい,久井","てんみょう,天明","かのうざわ,叶沢","のむら,乃村","いの,猪","くり,久里","ちゃだに,茶谷","ふるね,古根","あさき,浅木","いなとみ,稲冨","おおたけ,大巌","かでな,嘉手納","きもつけ,肝付","こなが,小長","しが,四賀","せなみ,瀬波","ちゃ,左","とよくち,豊口","ののがわ,野々川","ふくしょ,福所","まゆみ,馬弓","もろたに,諸谷",
"ほんごう,本郷","たにうち,谷内","なんごう,南郷","ぐしけん,具志堅","しかま,四竃","ひさかわ,久川","でざき,出崎","かのまた,鹿股","のやま,野山","いのい,猪井","くりいわ,栗岩","ちゃもと,茶本","ふるはま,古浜","あさき,朝来","いなどみ,稲富","おおたに,庵谷","かでのこうじ,勘解由小路","きもと,樹本","こながい,小永井","しが,慈賀","せの,瀬能","ちゃ,車","とよさか,豊坂","ののはな,野乃花","ふくしろ,福代","まゆむら,眉村","もろだ,諸田",
"いわぶち,岩淵","たまおき,玉置","にしずか,西塚","けずか,毛塚","しげとう,重藤","ひさじま,久島","でわ,出羽","かはる,香春","のりた,乗田","いのうえ,猪上","くりき,久力","ちゃや,茶谷","ふろっぴー,風呂比","あさぎや,浅黄谷","いなどみ,稲冨","おおたはら,太田原","かとう,かとう","きもと,木許","こなし,小梨","しがうら,四ケ浦","せのおか,瀬野丘","ちゃー,車","とよさき,豊咲","のはぎ,野萩","ふくじょう,福城","まゆやま,繭山","もろとみ,諸富",
"うだがわ,宇田川","たんじ,丹治","にしまつ,西松","こいえ,鯉江","しげまさ,重政","ひさむら,久村","といた,戸板","かばた,加畑","のりもと,則元","いのお,稲生","くりこま,栗駒","ちゅう,忠","ふろもと,風呂本","あさぎり,あさぎり","いなのべ,稲野辺","おおたま,大玉","かとう,加登","きもり,城守","こなだ,小灘","しがき,紫垣","せのくち,瀬之口","ちゃー,賈","とよし,豊吉","のはた,野畑","ふくずみ,福積","まよなか,魔世中","もろぬき,諸貫",
"かどわき,門脇","てるや,照屋","のぶはら,延原","こいずみ,古泉","しげもと,重本","ひだ,樋田","といだ,戸井田","かぶき,株木","はっかく,八角","いのかわ,井之川","くりしま,栗島","ちゅうしょ,中所","ぶんご,豊後","あさぎり,朝桐","いなふね,稲船","おおたわ,太田和","かとう,歌藤","きや,紀谷","こなみ,湖南","しがき,鹿垣","せのま,瀬之間","ちゃえん,茶円","とよした,豊下","のびき,野引","ふくぜん,福善","まり,摩利","もろね,諸根",
"きんじょう,金城","とうの,東野","はしうら,橋浦","こいわい,小岩井","しげやま,重山","ひだり,左","といだ,樋田","かぶき,冠木","はった,八太","いのくち,井野口","くりずか,栗塚","ちゅん,鄭","ぶんや,文屋","あさくさ,浅草","いなべ,稲部","おおたわ,大田和","かとう,華藤","きや,木舎","こなみ,小波","しがの,志賀野","せはた,瀬畑","ちゃえん,茶園","とよしろ,豊城","のふじ,野藤","ふくぞの,福園","まり,麻里","もろはら,諸原",
"くろさき,黒崎","とどろき,轟","はた,波多","こう,康","しちじょう,七条","ひの,火野","といで,戸出","かぶらぎ,蕪木","はっぱ,八波","いのぐち,井口","くりにし,栗西","ちょっき,一寸木","ぶんや,文箭","あさくの,朝久野","いなべつ,稲別","おおたわら,大田原","かとう,香東","きやぶ,木薮","こなや,小納谷","しがのや,志賀廼家","せはら,瀬原","ちゃがわ,茶川","とよす,豊洲","のぶ,信","ふくた,福多","まりゅう,真流","もろふし,諸節",
"しもやま,下山","とみもと,富本","はたの,畑野","こうさか,香坂","しちのへ,七戸","ひめだ,姫田","とうはた,東畑","かまえ,釜江","はいたに,灰谷","いのこ,猪子","くりや,厨","ちかき,近木","へい,幣","あさくの,朝来野","いなます,稲増","おおだけ,大岳","かとうぎ,佳藤木","きやま,寄山","こなりた,小成田","しがはら,信ケ原","せはら,勢原","ちゃき,ちゃき","とよた,とよた","のぶうじ,信氏","ふくたき,福滝","まりかわ,鞠川","もろふじ,諸藤",
"たきもと,滝本","とよはら,豊原","はなふさ,花房","こうじろ,神代","しどう,紫藤","ひら,比良","とうふくじ,東福寺","かまがた,鎌形","はいばら,生原","いのはな,猪鼻","くるべ,訓覇","ちかた,近田","へんとな,辺土名","あさくま,朝隈","いなみね,稲峰","おおだち,大館","かとうの,かとうの","きやま,帰山","こなん,湖南","しき,四鬼","せば,瀬葉","ちゃぞの,茶園","とよたに,豊谷","のぶえ,延江","ふくたけ,福竹","まりこ,真利子","もろみさと,諸見里",
"つむら,津村","なかつ,中津","はぶ,土生","こうだ,国府田","しのぶ,信夫","ひらい,平位","とがさき,戸ケ崎","かまたに,釜谷","はかた,博多","いのべ,伊野部","くるま,久留間","ちかなみ,近浪","べっき,戸次","あさぐま,朝隈","いなむろ,稲室","おおだち,大舘","かとうの,上東野","きやま,城山","こにい,古新居","しき,志樹","せばやし,瀬林","ちゃちん,茶珍","とよたま,豊玉","のぶかね,延兼","ふくだ,伏久田","まりむら,真梨邑","もろや,諸谷",
"はせ,長谷","ならさき,楢崎","ひえだ,稗田","こだて,小館","しば,司馬","ひらぐり,平栗","とがさき,戸賀崎","かまや,釜屋","はかた,博田","いのべ,井野辺","くるまだに,車谷","ちが,千賀","べっこうさい,鼈甲斎","あさぐも,朝雲","いなも,稲毛","おおだち,大達","かとがわ,加登川","きやま,来山","こにい,児新","しき,獅騎","せびる,セビル","ちゃつみ,茶摘","とよとみ,豊臣","のぶかわ,信川","ふくだがわ,福田川","まりむら,馬里邑","もんし,門司",
"ふじ,藤","にしうち,西内","ひさもと,久本","こはし,小橋","しばぬま,柴沼","ひらこ,平子","とがり,戸苅","かみ,加美","はぎゅうだ,萩生田","いのもと,井元","くるまど,車戸","ちが,値賀","べっしゃ,別車","あさげ,阿佐慶","いなもち,稲用","おおだて,大建","かとく,家徳","きやん,喜屋武","こにい,児仁井","しき,織","せべ,瀬辺","ちゃなべ,茶鍋","とよなか,豊中","のぶがき,信垣","ふくち,福池","まりむら,万里村","もんじ,文字",
"もりぐち,森口","のず,野津","ひとつやなぎ,一柳","こん,金","しばの,芝野","ひらて,平手","とがわ,十川","かみ,神","はぎい,波木居","いはし,井橋","くれだ,久礼田","ちがさき,千ケ崎","べっとう,別当","あさごえ,浅越","いなもり,稲守","おおだま,大玉","かとずみ,加登住","きよい,清位","こにし,古西","しきい,色井","せぼり,瀬堀","ちゃの,茶野","とよなが,豊長","のぶがね,述金","ふくつか,福塚","まりむら,毬村","もんじゅ,文殊",
"わたべ,渡部","ひこさか,彦坂","ひろつ,広津","こんこう,金光","しぶた,渋田","ひらで,平出","ときくに,時国","かみい,上井","はぎおか,萩岡","いはた,井畑","くれやま,呉山","ちくご,筑後","べつやく,別役","あさざか,浅坂","いなや,稲谷","おおちょう,大蝶","かとだ,加登田","きよさと,清郷","こにし,児西","しきし,色紙","せみ,瀬見","ちゃばた,茶畑","とよね,登米","のぶき,信木","ふくでんじ,福田寺","まりや,毬谷","もんた,紋多",
"あきもと,秋本","ひご,肥後","ふかやま,深山","こんたに,紺谷","しまじ,島地","ひろいし,広石","ときつ,時津","かみい,神居","はぎしま,萩島","いば,伊波","くろ,黒","ちくぶ,竹生","べのき,辺野喜","あさざき,朝崎","いなりやま,稲荷山","おおつ,大都","かとや,加登屋","きよさと,清里","こねむら,古根村","しきじょう,式城","せみず,瀬水","ちゃむら,茶村","とよの,豊野","のぶとう,信藤","ふくど,福戸","まるい,円井","もんた,門田",
"いざわ,井沢","ひさの,久野","ふくた,福田","ごい,五井","しまなか,嶋中","ひろもと,広本","ときなが,時永","かみいずみ,上泉","はぎもと,萩元","いば,井場","くろかみ,黒髪","ちくま,千曲","ほ,許","あさしま,浅島","いなわしろ,猪苗代","おおつえ,大杖","かとり,火取","きよす,清洲","このう,古農","しきた,色田","せみずき,勢見月","ちゃやはら,茶屋原","とよのう,豊納","のぶとき,信時","ふくど,福土","まるい,丸伊","もんだ,紋田",
"いまだ,今田","ふかの,深野","ふくもと,福元","ごうはら,郷原","しまね,島根","ひろよし,広吉","とく,徳","かみこ,上子","はくた,白田","いばた,井畑","くろがね,鉄","ちくま,竹間","ほっきょう,法橋","あさじ,浅知","いにし,以西","おおつか,大津賀","かとり,火鳥","きよす,清須","このお,木尾","しきち,式地","せもと,瀬元","ちゃやま,茶山","とよのぶ,豊信","のぶなが,信永","ふくなが,福長","まるい,丸居","もんでん,門伝",
"いわま,岩間","ふなき,船木","ふじせ,藤瀬","ごとう,五藤","しまもと,嶋本","ふかわ,府川","とくざわ,徳沢","かみこ,神子","はくば,白馬","いばやし,伊林","くろぎ,黒木","ちくら,千倉","ほうが,宝賀","あさじ,麻路","いにわ,伊庭","おおつき,大規","かとり,賀鳥","きよずか,清塚","このきみ,此君","しきな,識名","せやの,征矢野","ちゅ,朱","とよば,豊場","のぶひら,延平","ふくなり,福成","まるいけ,円池","もんない,門内",
"おおぬき,大貫","ふなだ,船田","ふるしょう,古庄","さいか,雑賀","しまや,島谷","ふくさこ,福迫","とくち,徳地","かみざわ,神沢","はこやま,箱山","いばら,伊原","くろつか,黒塚","ちけん,知見","ほうき,法喜","あさじはら,浅茅原","いぬい,戌亥","おおつき,大津寄","かとり,角取","きよずみ,清住","このせ,許勢","しきなみ,敷波","せやま,世家真","ちゅー,崔","とよべ,豊辺","のぶひろ,延広","ふくのうえ,福之上","まるいけ,丸池","もんま,門真",
"おやま,小山","ほりの,堀野","ふるしょう,古荘","さいた,斎田","しみずだに,清水谷","ふしき,伏木","とくどめ,徳留","かみしろ,上代","はしうち,橋内","いばらき,荊木","くろとり,黒鳥","ちざき,地崎","ほうこうい,宝光井","あさじま,浅島","いぬいはら,乾原","おおつき,大彬","かとり,楫取","きよたけ,清岳","このだ,此田","しきなみ,敷浪","せやま,勢山","ちゅう,中","とよま,登米","のぶまさ,信正","ふくはま,福浜","まるいわ,丸岩","もんや,紋谷",
"しまもと,島本","まじま,真島","ほうしょう,宝生","さいとう,西東","しももと,下元","ふじい,藤居","とくなが,得永","かみぞの,神園","はしくら,橋倉","いひら,伊平","くろや,黒屋","ちしろ,千城","ほうし,蓬茨","あさじま,朝島","いぬいや,乾谷","おおつき,大附","かど,加百","きよたけ,清竹","このは,木ノ葉","しきね,式根","せやま,脊山","ちゅうがんじ,中願寺","とよまる,豊丸","のぶもり,信森","ふくひさ,福久","まるえ,丸江","やっこてい,奴亭",
"すが,須賀","ますだ,桝田","ほそがい,細貝","さおとめ,五月女","しらかべ,白壁","ふじしげ,藤重","とくまる,得丸","かみたに,紙谷","はしど,橋戸","いび,衣斐","くろやす,黒保","ちちぶのみや,秩父宮","ほうすい,法水","あさずま,浅妻","いぬおき,犬置","おおつくり,大造","かど,鹿渡","きよたけ,清武","このま,孤ノ間","しきね,鋪根","せらがき,瀬良垣","ちゅうざわ,忠沢","とよみ,豊味","のぶやす,延安","ふくべ,福辺","まるこ,丸小","やいき,矢生",
"せんだ,千田","みさき,三崎","ほそき,細木","さかいだ,境田","しらがみ,白神","ふじしま,藤嶋","とぐち,戸口","かみだ,嘉味田","はじろ,羽白","いび,揖斐","くろやぶ,黒薮","ちとせ,千年","ほうち,芳地","あさだ,あさだ","いぬじま,犬島","おおつた,大蔦","かどいし,角石","きよつ,清都","このまつ,此松","しきぶ,式部","せらた,世良田","ちゅうぜんじ,中善寺","とよみず,豊水","のぶやま,延山","ふくま,副馬","まるさわ,丸沢","やいた,矢板",
